"Bilingual Special Education Counselor","Norwalk-La Mirada Unified School District"
"Child Welfare & Attendance Specialist","Norwalk-La Mirada Unified School District"
"Clerk Typist - Intermediate","Norwalk-La Mirada Unified School District"
"Clerk Typist, Intermediate - Bilingual","Norwalk-La Mirada Unified School District"
"Clerk Typist, Junior","Norwalk-La Mirada Unified School District"
"Community Liaison - Medi-Cal Managed Care Specialist","Norwalk-La Mirada Unified School District"
"Continuation High School Principal","Norwalk-La Mirada Unified School District"
"Counselor, High School","Norwalk-La Mirada Unified School District"
"DATE Advisor","Norwalk-La Mirada Unified School District"
"DATE Program Specialist","Norwalk-La Mirada Unified School District"
"Director - Adult Education","Norwalk-La Mirada Unified School District"
"Director of Child Welfare and Attendance","Norwalk-La Mirada Unified School District"
"Director of Food Services","Norwalk-La Mirada Unified School District"
"Director of Student Services","Norwalk-La Mirada Unified School District"
"Director, Head Start/Preschool","Norwalk-La Mirada Unified School District"
"Driver/Clerical Aide","Norwalk-La Mirada Unified School District"
"Drug, Alcohol and Tobacco Education (DATE) Counselor","Norwalk-La Mirada Unified School District"
"Elementary Classroom Teacher","Norwalk-La Mirada Unified School District"
"Elementary Counselor","Norwalk-La Mirada Unified School District"
"Elementary School Assistant Principal","Norwalk-La Mirada Unified School District"
"Elementary School Principal","Norwalk-La Mirada Unified School District"
"Elementary Teacher on Special Assignment","Norwalk-La Mirada Unified School District"
"First 5 Coordinator/Program Compliance Evaluator","Norwalk-La Mirada Unified School District"
"Head Start/State Preschool Assistant Director","Norwalk-La Mirada Unified School District"
"Head Start/State Preschool Bilingual Home Base Teacher","Norwalk-La Mirada Unified School District"
"Headstart Paraeducator Aide/State Preschool","Norwalk-La Mirada Unified School District"
"Health Clerk","Norwalk-La Mirada Unified School District"
"Health Education Paraeducator Aide/Driver","Norwalk-La Mirada Unified School District"
"Health on Wheels Medical Technician","Norwalk-La Mirada Unified School District"
"Health on Wheels Specialist","Norwalk-La Mirada Unified School District"
"Healthy Families/Medi-Cal for Families Program Consultant","Norwalk-La Mirada Unified School District"
"Healthy Start Community Liaison","Norwalk-La Mirada Unified School District"
"Healthy Start TOSA","Norwalk-La Mirada Unified School District"
"Home School Community Liaison","Norwalk-La Mirada Unified School District"
"Home-School Community Aide","Norwalk-La Mirada Unified School District"
"Medi-Cal Account Clerk, Intermediate","Norwalk-La Mirada Unified School District"
"Middle School Assistant Principal","Norwalk-La Mirada Unified School District"
"Middle School Counselor","Norwalk-La Mirada Unified School District"
"Migrant Education/Assessment Center Facilitator","Norwalk-La Mirada Unified School District"
"Office Technician","Norwalk-La Mirada Unified School District"
"Paraeducator - Bilingual ","Norwalk-La Mirada Unified School District"
"Personnel Clerk II","Norwalk-La Mirada Unified School District"
"Principal, High School","Norwalk-La Mirada Unified School District"
"Principal, Middle School","Norwalk-La Mirada Unified School District"
"School Nurse: Head Start/State Preschool","Norwalk-La Mirada Unified School District"
"School Nurse: Special Education & State Mandated Programs","Norwalk-La Mirada Unified School District"
"School Operations Secretary","Norwalk-La Mirada Unified School District"
"School Psychologist","Norwalk-La Mirada Unified School District"
"School Psychologist Intern","Norwalk-La Mirada Unified School District"
"School Secretary - Elementary","Norwalk-La Mirada Unified School District"
"Secretary I","Norwalk-La Mirada Unified School District"
"Short Term Advisor/ SB 65 Counselor","Norwalk-La Mirada Unified School District"
"Special Education and State Mandated Programs","Norwalk-La Mirada Unified School District"
"Special Education Paraeducator/Health Care Aide","Norwalk-La Mirada Unified School District"
"Speech/Language Pathologist","Norwalk-La Mirada Unified School District"
"Support Services Facilitator","Norwalk-La Mirada Unified School District"
"Temporary Bilingual Community Liaison","Norwalk-La Mirada Unified School District"
"Voluntary Integration Program Compliance Specialist","Norwalk-La Mirada Unified School District"
"Youth Development Teacher","Norwalk-La Mirada Unified School District"
"Administrative Assistant I","Oakland Unified School District"
"Administrative Assistant II","Oakland Unified School District"
Administrator,"Oakland Unified School District"
"Administrator on Special Assignment I","Oakland Unified School District"
"Administrator-On-Special Assignment II, Career Technical Education (CTE)","Oakland Unified School District"
"Administrator on Special Assignment V, Coordinator of Summer Learning","Oakland Unified School District"
"Aide to Handicapped","Oakland Unified School District"
"Assistant Principal","Oakland Unified School District"
"Associate Superintendent/Chief Academic Officer","Oakland Unified School District"
"Attendance Clerk","Oakland Unified School District"
"Attendance Clerk Assistant","Oakland Unified School District"
"Augmentative and Alternative Communications Teacher","Oakland Unified School District"
"Career Transition Specialist","Oakland Unified School District"
"Case Manager    ","Oakland Unified School District"
"Clerk, Attendance","Oakland Unified School District"
"Clerk Elementary, Large","Oakland Unified School District"
"Clerk Elementary, Small","Oakland Unified School District"
"Clerk Typist","Oakland Unified School District"
"Clerk Typist/BL","Oakland Unified School District"
"Clerk Typist, Supervising","Oakland Unified School District"
"Clerk Typist Assistant, Elementary ","Oakland Unified School District"
"Clinic Coordinator","Oakland Unified School District"
"Community Assistant/BL","Oakland Unified School District"
"Community Coordinator - Program Assistants","Oakland Unified School District"
"Community Relations Assistant I","Oakland Unified School District"
"Community Relations Assistant II","Oakland Unified School District"
"Community School Coordinator","Oakland Unified School District"
"Community School Coordinator, Refugee Youth Program","Oakland Unified School District"
"Consultant - Healthy Start Coordinator ","Oakland Unified School District"
"Coordinator, Atlantic Philanthropies Initiative","Oakland Unified School District"
"Coordinator - Programs for Exceptional Children","Oakland Unified School District"
"Coordinator - Student, Family & Community Services","Oakland Unified School District"
"Coordinator Bil CP","Oakland Unified School District"
"Coordinator, Early Childhood Education","Oakland Unified School District"
"Coordinator, Elementary Bilingual/English Language Dev. Prog","Oakland Unified School District"
"Coordinator, Parent Education","Oakland Unified School District"
"Coordinator, Student Placement","Oakland Unified School District"
"Coordinator - Student Services","Oakland Unified School District"
"Coordinator - Student, Family & Community Services","Oakland Unified School District"
"Coordinator/Office of High School Reform","Oakland Unified School District"
Counselor,"Oakland Unified School District"
"Director, Early Childhood Education","Oakland Unified School District"
"Director, Family and Community Office","Oakland Unified School District"
"Director of Special Education","Oakland Unified School District"
"ECE Site Administrator","Oakland Unified School District"
"Executive Director","Oakland Unified School District"
"Executive Officer School Network","Oakland Unified School District"
"Family Parent Liaison","Oakland Unified School District"
"Foster Youth Program Coordinator","Oakland Unified School District"
"Health Aide/Clerk","Oakland Unified School District"
"Health and Safety Specialist","Oakland Unified School District"
"Health ASB","Oakland Unified School District"
"Health Assistant","Oakland Unified School District"
"IEP Clerk","Oakland Unified School District"
"Instructional Assistant - K-12","Oakland Unified School District"
"Instructional Assistant - Special Education","Oakland Unified School District"
"Intermediate Clerk Typist","Oakland Unified School District"
"Intervention Specialist","Oakland Unified School District"
"Language, Speech and Hearing Specialist","Oakland Unified School District"
"Library/Media Specialist","Oakland Unified School District"
"Medical Director","Oakland Unified School District"
"Occupational Therapist","Oakland Unified School District"
"Office Manager","Oakland Unified School District"
"Operations Support Coach","Oakland Unified School District"
"Outreach Consultant","Oakland Unified School District"
"Physical Therapist","Oakland Unified School District"
Principal,"Oakland Unified School District"
"Principal, Middle School","Oakland Unified School District"
"Program Assistant","Oakland Unified School District"
"Program Assistant II","Oakland Unified School District"
"Program Assistant III","Oakland Unified School District"
"Program Manager, After School Programs","Oakland Unified School District"
"Program Manager - Coordinated School Health","Oakland Unified School District"
"Program Manager - Psychological Services","Oakland Unified School District"
"Program Manager CE","Oakland Unified School District"
"Program Specialist","Oakland Unified School District"
Receptionist,"Oakland Unified School District"
"RSP (Resource Specialist) Teacher","Oakland Unified School District"
"School Counselor/ Social Worker","Oakland Unified School District"
"School Nurse","Oakland Unified School District"
"School Psychologist","Oakland Unified School District"
"School Registrar","Oakland Unified School District"
"School Site Business Manager","Oakland Unified School District"
"School Secretary","Oakland Unified School District"
"School Services Director","Oakland Unified School District"
"School Treasurer","Oakland Unified School District"
"Senior Clerk Typist","Oakland Unified School District"
"Site Administrator","Oakland Unified School District"
"Site Administrator - Early Childhood Education Center","Oakland Unified School District"
"Social Worker - Student and Family Advocate","Oakland Unified School District"
"Specialist, District Parent Advisory","Oakland Unified School District"
"Specialist, Translator I","Oakland Unified School District"
"Speech-Language Pathologist","Oakland Unified School District"
"Speech-Language Pathologist Assistant","Oakland Unified School District"
"Student Attendance Compliance Officer","Oakland Unified School District"
"Teacher on Special Assignment (TSA) ","Oakland Unified School District"
"Teacher, Deaf/Hearing Impaired ","Oakland Unified School District"
"Teacher, Home and Hospital (HM-HS)","Oakland Unified School District"
"Teacher, K-12","Oakland Unified School District"
"Teacher, Orientation & Mobility","Oakland Unified School District"
"Teacher, Special Day Class (SDC)","Oakland Unified School District"
"Teacher, Special Education","Oakland Unified School District"
"Teacher, Visually Impaired ","Oakland Unified School District"
"Teacher, Vocational Education","Oakland Unified School District"
"Translator - Spanish","Oakland Unified School District"
"Typist Clerk  ","Oakland Unified School District"
"Vocational Education Teacher","Oakland Unified School District"
"Apprentice School Psychologist","Ocean View Elementary School District"
"Classroom Teacher, K-8","Ocean View Elementary School District"
"Community Liaison","Ocean View Elementary School District"
"Coordinator, Special Education","Ocean View Elementary School District"
"Director, Educational Support Services","Ocean View Elementary School District"
"Director - Special Education and Student Services","Ocean View Elementary School District"
"Director of Transportation","Ocean View Elementary School District"
"Elementary School Nurse","Ocean View Elementary School District"
"Instructional Aide - BL","Ocean View Elementary School District"
"Principal - Elementary School","Ocean View Elementary School District"
"Principal - Middle School","Ocean View Elementary School District"
"Resource Specialist - Teacher","Ocean View Elementary School District"
"School Health Technician","Ocean View Elementary School District"
"School Health Technician - Audiometrist","Ocean View Elementary School District"
"School Psychologist","Ocean View Elementary School District"
"School Readiness Nurse","Ocean View Elementary School District"
"Senior Clerk Typist","Ocean View Elementary School District"
"Speech and Language Specialist","Ocean View Elementary School District"
"Academic Counselor, Middle School","Ontario-Montclair School District"
"Account Clerk","Ontario-Montclair School District"
"Account Clerk II","Ontario-Montclair School District"
"Account Technician","Ontario-Montclair School District"
Accountant,"Ontario-Montclair School District"
"Accounting Clerical Supervisor","Ontario-Montclair School District"
"Admin. Asst. to the Deputy Superintendent","Ontario-Montclair School District"
"Administrative Assistant","Ontario-Montclair School District"
"Administrative Assistant I","Ontario-Montclair School District"
"Administrative Assistant II","Ontario-Montclair School District"
"Administrative Secretary I","Ontario-Montclair School District"
"Administrative Secretary II","Ontario-Montclair School District"
"Administrator of Student Services","Ontario-Montclair School District"
"Assistant Principal, Elementary School","Ontario-Montclair School District"
"Assistant Principal, Middle School","Ontario-Montclair School District"
"Assistant Superintendent, Instructional Services","Ontario-Montclair School District"
"Attendance/Records Clerk","Ontario-Montclair School District"
"Bilingual Family Counseling","Ontario-Montclair School District"
"Budget Analyst","Ontario-Montclair School District"
"Business Services Assistant","Ontario-Montclair School District"
"Case Management Consultant Services","Ontario-Montclair School District"
"Child Development Assistant","Ontario-Montclair School District"
"Class Specification - Administrative Assistant","Ontario-Montclair School District"
"Clerk Typist","Ontario-Montclair School District"
"Contract Account Technician","Ontario-Montclair School District"
"Coord., Math, Sci., Hlth., Tech. Ed. & GATE","Ontario-Montclair School District"
"Coordinator of Health and Family Services","Ontario-Montclair School District"
"Coordinator of Risk Management","Ontario-Montclair School District"
"Counselor, Elementary","Ontario-Montclair School District"
"Counselor, Middle School","Ontario-Montclair School District"
"Deputy Superintendent, Admin. Svcs.","Ontario-Montclair School District"
"Director II - Alternative Learning/Child Welfare and Attendance","Ontario-Montclair School District"
"Director II - Pupil Personnel Services","Ontario-Montclair School District"
"Director of Fiscal Services","Ontario-Montclair School District"
"Director of Pupil Personnel Services","Ontario-Montclair School District"
"Family Case Manager","Ontario-Montclair School District"
"Family Services Coordinator","Ontario-Montclair School District"
"Grade Level Coordinator, Middle School","Ontario-Montclair School District"
"Health Services Assistant","Ontario-Montclair School District"
"Health Services Assistant/Special Needs","Ontario-Montclair School District"
"Health Services Assistant/Special Needs II","Ontario-Montclair School District"
"Instructional Aide - Bilingual","Ontario-Montclair School District"
"Instructional Aide - Handicapped","Ontario-Montclair School District"
"Instructional Aide - Motor Development","Ontario-Montclair School District"
"Instructional Aide - Primary Intervention","Ontario-Montclair School District"
"Instructional Tutor","Ontario-Montclair School District"
"Intermediate Account Clerk","Ontario-Montclair School District"
"Intermediate Clerk Typist","Ontario-Montclair School District"
"Lead Inst. Aide - Primary Intervention Prog.","Ontario-Montclair School District"
"Office Assistant/Special Programs","Ontario-Montclair School District"
"Outreach Consultant","Ontario-Montclair School District"
"Permit Teacher - Preschool","Ontario-Montclair School District"
"Primary Intervention Assistant","Ontario-Montclair School District"
"Principal, Elementary School","Ontario-Montclair School District"
"Principal, Middle School","Ontario-Montclair School District"
"Program Coordinator","Ontario-Montclair School District"
"Program Facilitator","Ontario-Montclair School District"
"Project Administrator, Early Childhood Development","Ontario-Montclair School District"
"Project Clerk/Counseling","Ontario-Montclair School District"
"Project Secretary","Ontario-Montclair School District"
Psychologist,"Ontario-Montclair School District"
"Risk Management Assistant","Ontario-Montclair School District"
"School Administrative Assistant I","Ontario-Montclair School District"
"School Clerk","Ontario-Montclair School District"
"School Nurse","Ontario-Montclair School District"
"School Office Manager","Ontario-Montclair School District"
"School Office Manager II","Ontario-Montclair School District"
"School/Family Outreach Assistant","Ontario-Montclair School District"
"Secondary Classroom Teacher - General","Ontario-Montclair School District"
Secretary,"Ontario-Montclair School District"
"Senior Clerk Typist","Ontario-Montclair School District"
"Senior Secretary","Ontario-Montclair School District"
"Senior Translator/Clerk Typist","Ontario-Montclair School District"
"Senior Typist Clerk/Biliterate","Ontario-Montclair School District"
"Site Base Mental Health Services for Primary Intervention Program (PIP)","Ontario-Montclair School District"
"Site Supervisor  ","Ontario-Montclair School District"
"Special Assistant to the Superintendent","Ontario-Montclair School District"
"Special Education Teacher on Assignment","Ontario-Montclair School District"
"Speech/Language and Hearing Specialist","Ontario-Montclair School District"
"Speech/Language and Hearing Therapist","Ontario-Montclair School District"
"Student Services Counselor","Ontario-Montclair School District"
"Supervisor of Accounting","Ontario-Montclair School District"
"Teacher on Assign., Early Child. Development","Ontario-Montclair School District"
"Translator/Clerk Typist","Ontario-Montclair School District"
"Translator/Clerk Typist Trainee","Ontario-Montclair School District"
"Coordinator I, Psychological Services","Orange Unified School District"
"Coordinator II, Health Services","Orange Unified School District"
"Coordinator III, Health Services","Orange Unified School District"
"Health Clerk - Secondary","Orange Unified School District"
"Instructional Assistant-Special Education","Orange Unified School District"
"School Nurse","Orange Unified School District"
"School Psychologist","Orange Unified School District"
"School/Community Assistant","Orange Unified School District"
"Staff/Health Clerk - Elementary","Orange Unified School District"
"Activities Director","Oxnard Union High School District"
"Assistant Principal/Site Coordinator of Special Programs","Oxnard Union High School District"
"Assistant Superintendent/Educational Services","Oxnard Union High School District"
"Assistant Superintendent - Human Resources","Oxnard Union High School District"
Counselor,"Oxnard Union High School District"
"Dean of Student Accountability","Oxnard Union High School District"
"Director of Athletics","Oxnard Union High School District"
"Director of Risk Management and Safety","Oxnard Union High School District"
"Insurance Specialist","Oxnard Union High School District"
"Adapted Physical Education Specialist","Palm Springs Unified School District"
"Administrative Assistant","Palm Springs Unified School District"
"Administrative Secretary - District","Palm Springs Unified School District"
"Administrative Secretary - School","Palm Springs Unified School District"
"Assistant Principal, Curriculum and Instruction","Palm Springs Unified School District"
"Assistant Principal, Elementary School","Palm Springs Unified School District"
"Assistant Principal, Middle School","Palm Springs Unified School District"
"Assistant Superintendent - Business Services","Palm Springs Unified School District"
"Assistant Superintendent - Pupil Personnel Services","Palm Springs Unified School District"
"Autism and Behavioral Specialist","Palm Springs Unified School District"
"Behavioral/Inclusion Specialist","Palm Springs Unified School District"
"Community Aide II","Palm Springs Unified School District"
"Coordinator, Early Childhood Education","Palm Springs Unified School District"
"Coordinator, Special Education","Palm Springs Unified School District"
"Coordinator, Student Assistance Programs","Palm Springs Unified School District"
Counselor,"Palm Springs Unified School District"
"Director of Fiscal Services","Palm Springs Unified School District"
"Director of Transportation Services","Palm Springs Unified School District"
"Director, Child Welfare and Attendance","Palm Springs Unified School District"
"Director, Pupil Personnel Services","Palm Springs Unified School District"
"Director, Special Education","Palm Springs Unified School District"
"District/Community Aide","Palm Springs Unified School District"
"Elementary Administrator for Instructional Improvement","Palm Springs Unified School District"
"Health/Instructional Aide","Palm Springs Unified School District"
"High School Administrator for Instructional Improvement","Palm Springs Unified School District"
"Instructional Aide Bilingual","Palm Springs Unified School District"
"Intermediate Clerk","Palm Springs Unified School District"
"Job Coach/Job Developer","Palm Springs Unified School District"
"Learning Disability Program Resource Teacher","Palm Springs Unified School District"
"Licensed Vocational Nurse","Palm Springs Unified School District"
"Middle School Administrator for Instructional Improvement","Palm Springs Unified School District"
Nurse,"Palm Springs Unified School District"
"Office Specialist - District","Palm Springs Unified School District"
"Office Specialist - School","Palm Springs Unified School District"
"Office Technician","Palm Springs Unified School District"
Principal,"Palm Springs Unified School District"
"Principal, Adult Education","Palm Springs Unified School District"
"Principal, Comprehensive High School","Palm Springs Unified School District"
"Principal, Continuation High School","Palm Springs Unified School District"
"Principal, Elementary","Palm Springs Unified School District"
"Principal, Middle School","Palm Springs Unified School District"
"Program Specialist","Palm Springs Unified School District"
"Psychological Services Technician","Palm Springs Unified School District"
Psychologist,"Palm Springs Unified School District"
"RSP Teacher","Palm Springs Unified School District"
"School Nurse Assistant","Palm Springs Unified School District"
"School Occupational Therapist","Palm Springs Unified School District"
"School Occupational Therapist Assistant","Palm Springs Unified School District"
"School Physical Therapist","Palm Springs Unified School District"
"School Physical Therapist (Special Education)","Palm Springs Unified School District"
"School Secretary","Palm Springs Unified School District"
"School Secretary (Alternative Education)","Palm Springs Unified School District"
"School/Community Aide ","Palm Springs Unified School District"
"School/Community Aide I","Palm Springs Unified School District"
"School/Community Aide II","Palm Springs Unified School District"
"School/Community Attendance Aide","Palm Springs Unified School District"
"School/Community Liaison","Palm Springs Unified School District"
"Senior Administrative Assistant","Palm Springs Unified School District"
"Senior Clerk","Palm Springs Unified School District"
"Senior Clerk - BL","Palm Springs Unified School District"
"Senior Instructional Aide","Palm Springs Unified School District"
"Senior Secretary","Palm Springs Unified School District"
"Sign Language Interpreter","Palm Springs Unified School District"
"Special Education Aide Supervisor","Palm Springs Unified School District"
"Speech & Hearing Therapist","Palm Springs Unified School District"
"Speech & Language Therapist (Certificated SLP)","Palm Springs Unified School District"
"Supervising District Nurse","Palm Springs Unified School District"
"Supervisor of Child Welfare & Attendance","Palm Springs Unified School District"
"Teacher - Deaf and Hard of Hearing (DHH)","Palm Springs Unified School District"
"Teacher of the Educationally Handicapped","Palm Springs Unified School District"
"Teacher of the Educable Mentally Retarded","Palm Springs Unified School District"
"Vice Principal","Palm Springs Unified School District"
"Vice Principal, Discipline and Attendance","Palm Springs Unified School District"
"Vice Principal, Student Activities and Facilities","Palm Springs Unified School District"
"Vice Principal, Student Relations","Palm Springs Unified School District"
"Vision Instructor","Palm Springs Unified School District"
"Administrative Clerk I","Palmdale Elementary School District"
"Administrative Clerk II","Palmdale Elementary School District"
"Administrative Secretary","Palmdale Elementary School District"
"Assistant Principal","Palmdale Elementary School District"
"Assistant Superintendent, Pupil Personnel Services","Palmdale Elementary School District"
"Assistant Superintendent, Special Education and Student Services","Palmdale Elementary School District"
"Bilingual Administrative Clerk II","Palmdale Elementary School District"
"Bilingual Administrative Secretary","Palmdale Elementary School District"
"Bilingual Typist Clerk","Palmdale Elementary School District"
"Director of Health Services","Palmdale Elementary School District"
"Director, Psychological Services","Palmdale Elementary School District"
"Director, Special Education","Palmdale Elementary School District"
"Executive Assistant","Palmdale Elementary School District"
"Health Technician - LVN","Palmdale Elementary School District"
"Language, Speech Specialist","Palmdale Elementary School District"
Principal/Scholar,"Palmdale Elementary School District"
"Program Specialist, Special Education","Palmdale Elementary School District"
"Resource Specialist","Palmdale Elementary School District"
"School Nurse","Palmdale Elementary School District"
"School Psychologist","Palmdale Elementary School District"
"Special Class Teacher (Special Education)","Palmdale Elementary School District"
"Accounting Technician","Pasadena Unified School District"
"ADA Clerks","Pasadena Unified School District"
"Case Manager","Pasadena Unified School District"
"Case Manager - Healthy Start","Pasadena Unified School District"
"Clerk Typist","Pasadena Unified School District"
"Community Aide/Instructional Aide","Pasadena Unified School District"
"Community Liaison Specialist","Pasadena Unified School District"
"Community Representative I","Pasadena Unified School District"
"Community Representative II & III","Pasadena Unified School District"
"Coordinator of Health Programs","Pasadena Unified School District"
"Credentialed School Nurse/Nurse Practitioner","Pasadena Unified School District"
"Data Control Clerk","Pasadena Unified School District"
"Director of Health Programs","Pasadena Unified School District"
"Director of Special Education","Pasadena Unified School District"
"Early Childhood Special Education Teacher","Pasadena Unified School District"
"Elementary Principal","Pasadena Unified School District"
"Executive Director, Special Education","Pasadena Unified School District"
"Family Advocate/Community Representative I,II,III","Pasadena Unified School District"
"Family Advocate - Healthy Start","Pasadena Unified School District"
"Health Aide/Medical Assistant","Pasadena Unified School District"
"Health Assistant","Pasadena Unified School District"
"Health Clerk","Pasadena Unified School District"
"Health Program Resource Teacher","Pasadena Unified School District"
"Instructional Aide","Pasadena Unified School District"
"Instructional Aide/ Handicapped","Pasadena Unified School District"
"Intake Case Manager","Pasadena Unified School District"
"Nurse ","Pasadena Unified School District"
"Nurse Practitioner","Pasadena Unified School District"
"Occupational Specialist - Special Education","Pasadena Unified School District"
"Occupational Therapist - Consultant","Pasadena Unified School District"
"Outside Consultant","Pasadena Unified School District"
"Pediatric Occupational Therapist - Consultant","Pasadena Unified School District"
"Physical Therapist","Pasadena Unified School District"
"Program Assistant","Pasadena Unified School District"
"Program Coordinator - Healthy Start","Pasadena Unified School District"
"Program Coordinator - Special Education","Pasadena Unified School District"
"Program Coordinator I","Pasadena Unified School District"
"Program Specialist - Special Education","Pasadena Unified School District"
"Program Specialist - Special Education/Behavior Intervention","Pasadena Unified School District"
"Project Aide I/II - Behavior Assistant","Pasadena Unified School District"
"School Community Assistant","Pasadena Unified School District"
"School Occupational Therapist - Special Education","Pasadena Unified School District"
"School Psychologist","Pasadena Unified School District"
"Secretary II/III","Pasadena Unified School District"
"Senior Clerk Typist","Pasadena Unified School District"
"Site IMPACT Coordinator (Teacher)","Pasadena Unified School District"
"Social Worker ","Pasadena Unified School District"
"Social Worker - Special Education Infants and Preschool Programs","Pasadena Unified School District"
"Special Education Infant Preschool Specialist","Pasadena Unified School District"
"Speech Therapist","Pasadena Unified School District"
"Substance Abuse Intervention Specialist","Pasadena Unified School District"
"Teacher, Special Education","Pasadena Unified School District"
"Teacher - Visually Handicapped","Pasadena Unified School District"
"Teacher on Special Assignment","Pasadena Unified School District"
"Teacher Specialist - Severely Handicapped & Assistive Tech","Pasadena Unified School District"
"Transportation Supervisor","Pasadena Unified School District"
"Administrative Assistant","Perris Elementary School District"
"Assistant Principal ","Perris Elementary School District"
"Assistant Superintendent, Administrative Services","Perris Elementary School District"
"Assistant Superintendent, Educational Services","Perris Elementary School District"
"Attendance Clerk","Perris Elementary School District"
"Attendance Specialist","Perris Elementary School District"
"Categorical Projects Resource Teacher","Perris Elementary School District"
"Clerk Typist","Perris Elementary School District"
"Clerk Typist - Categorical Projects","Perris Elementary School District"
"Clerk Typist II","Perris Elementary School District"
"Community Liaison - High Priority Grant Action Plan","Perris Elementary School District"
"Community Outreach Worker","Perris Elementary School District"
"Confidential Secretary","Perris Elementary School District"
"Departmental Secretary - Special Education/Student Services","Perris Elementary School District"
"Director Assistant (Early Childhood Development)","Perris Elementary School District"
"Director of Business Services and Operations","Perris Elementary School District"
"Director of Child Development Programs","Perris Elementary School District"
"Director of Food and Nutrition Services/ Food Service Supervisor","Perris Elementary School District"
"Director of Special Education & Student Services","Perris Elementary School District"
"Food Service Program Assistant","Perris Elementary School District"
"Health Aide","Perris Elementary School District"
"Instructional Aide","Perris Elementary School District"
"Instructional Aide - BL","Perris Elementary School District"
"Language Interpreter","Perris Elementary School District"
"Office Staff/Translator ","Perris Elementary School District"
"Office Staff/Translator - Bilingual","Perris Elementary School District"
"Preschool Nurse","Perris Elementary School District"
"Preschool Teacher","Perris Elementary School District"
Principal,"Perris Elementary School District"
"Program Specialist","Perris Elementary School District"
"Pupil Personnel Systems Analyst","Perris Elementary School District"
"Resource Specialist - Special Education Program","Perris Elementary School District"
"Resource Teacher","Perris Elementary School District"
"School Nurse","Perris Elementary School District"
"School Psychologist","Perris Elementary School District"
"School Secretary","Perris Elementary School District"
"Special Education Teacher","Perris Elementary School District"
"Speech Language Pathologist ","Perris Elementary School District"
"Speech & Language Specialist","Perris Elementary School District"
Superintendent,"Perris Elementary School District"
"Supervision Aide","Perris Elementary School District"
"Teacher - Grade 6, Elementary","Perris Elementary School District"
"Teacher - Grades 1 through 2","Perris Elementary School District"
"Teacher - Grades 3 through 5","Perris Elementary School District"
"Teacher - Kindergarten","Perris Elementary School District"
"Assistant Principal - Alternative Education","Perris Union High School District"
"Assistant Principal - Middle School","Perris Union High School District"
"Attendance Technician/Registrar/Health Aide - Bilingual","Perris Union High School District"
"Certified Nursing Assistant","Perris Union High School District"
"Community Liaison - Bilingual","Perris Union High School District"
"Coordinator - Special Education","Perris Union High School District"
Counselor,"Perris Union High School District"
"Director - Pupil Services","Perris Union High School District"
"Director - Special Education","Perris Union High School District"
"District Nurse","Perris Union High School District"
"Guidance Technician/Registrar","Perris Union High School District"
"Language, Speech and Hearing Specialist","Perris Union High School District"
"Principal - Educational Options","Perris Union High School District"
"Principal - High School","Perris Union High School District"
"Principal - Middle School","Perris Union High School District"
Psychologist,"Perris Union High School District"
"School Secretary","Perris Union High School District"
"Secretary II","Perris Union High School District"
"Senior Clerk","Perris Union High School District"
Translator,"Perris Union High School District"
"Vice Principal - High School","Perris Union High School District"
"Accounting Technician I, II","Placentia-Yorba Linda Unified School District"
"Adapted Physical Education Specialist ","Placentia-Yorba Linda Unified School District"
"Assessment Center and Technology Support Specialist","Placentia-Yorba Linda Unified School District"
"Assistant Superintendent - Educational Services","Placentia-Yorba Linda Unified School District"
"Assistant Superintendent - Personnel Services","Placentia-Yorba Linda Unified School District"
"Bilingual Community Liaison","Placentia-Yorba Linda Unified School District"
"Certificated SDC Teacher ","Placentia-Yorba Linda Unified School District"
"Clerk II","Placentia-Yorba Linda Unified School District"
"Computer Operator","Placentia-Yorba Linda Unified School District"
"Coordinator - Special Education","Placentia-Yorba Linda Unified School District"
"Coordinator of Services for English Language Learners and Title I ","Placentia-Yorba Linda Unified School District"
Counselor,"Placentia-Yorba Linda Unified School District"
"Director of Curriculum","Placentia-Yorba Linda Unified School District"
"Director of Human Resource Development","Placentia-Yorba Linda Unified School District"
"Director of Pupil Services","Placentia-Yorba Linda Unified School District"
"Director of Special Education","Placentia-Yorba Linda Unified School District"
"Director of Technology","Placentia-Yorba Linda Unified School District"
"Elementary School Assistant Principal","Placentia-Yorba Linda Unified School District"
"Elementary School Principal","Placentia-Yorba Linda Unified School District"
"Health Clerk","Placentia-Yorba Linda Unified School District"
"Hearing Impaired Specialist","Placentia-Yorba Linda Unified School District"
"High School Assistant Principal","Placentia-Yorba Linda Unified School District"
"High School Principal","Placentia-Yorba Linda Unified School District"
"Junior High School Assistant Principal","Placentia-Yorba Linda Unified School District"
"Junior High School Principal","Placentia-Yorba Linda Unified School District"
"Office Coordinator","Placentia-Yorba Linda Unified School District"
"Program Manager (Educational Services)","Placentia-Yorba Linda Unified School District"
"Program Specialist (Special Education)","Placentia-Yorba Linda Unified School District"
Psychologist,"Placentia-Yorba Linda Unified School District"
"School Nurse","Placentia-Yorba Linda Unified School District"
"School Nurse/Pediatric Nurse Practitioner","Placentia-Yorba Linda Unified School District"
"SDC - Mod/Severe","Placentia-Yorba Linda Unified School District"
"Secretary II","Placentia-Yorba Linda Unified School District"
"Senior Account Clerk","Placentia-Yorba Linda Unified School District"
