CCODE,JOB_CLASS_ID,JOB_CLASS
EN,21367,Special Education Teacher
EN,,Special Education Teacher 
EN,,Special Education Teacher - SDC
EN,,Special Education Teacher -SDC
EN,21368,Speech Pathologist
EN,,Sr. Director Pupil Personnel Services
EN,21369,Translator
ER,,APE Teacher
ER,,Adapted Physical Education
ER,,Assistant Principal
ER,,Classroom Teacher - Learning Handicapped (LH)
ER,22166,Classroom Teacher - Resource Specialist Program
ER,,Classroom Teacher Orthopedically Handicapped (OH)
ER,,Classroom Teacher Severe Language Disorder
ER,,Clerk Typist II
ER,22170,Clerk Typist III
ER,22171,"Coordinator, Child Welfare and Attendance"
ER,,"Coordinator, Special Education"
ER,,Counselor
ER,,"Director, Welfare, Attendance, and Alternative Education"
ER,22174,Elementary Principal
ER,,Health Clerk
ER,22175,Health Services Assistant
ER,,Health Services Assistant 
ER,22179,Junior High School Principal
ER,22180,Middle School Assistant Principal
ER,,Principal
ER,22183,School Nurse
ER,,School Psychologist
ER,,School Psychologist Intern
ER,22185,Secondary Counselor
ER,,Spec. Ed.Teacher
ER,,Special Education Family Liason
ER,22190,Special Education Program Specialist
ER,,Special Education Teacher
ER,,Speech Pathologist
ER,,Speech Pathologist 
ER,,Speech-Language Pathologist
ER,,Speech/Language And Hearing Therapist
ER,,Speech/Language And Hearing Therapist 
ER,22192,Speech/Language and Hearing Therapist
EU,,Assistant Principal
EU,,Bilingual Interpreter
EU,,Cal-SAFE Parenting Teacher
EU,,Cal-Safe Childcare Coordinator
EU,,Counselor
EU,,Director of Special Education
EU,22197,Guidance Counselor
EU,,Health Clerk
EU,22198,High School Assistant Principal
EU,,High School Principal
EU,,High SchoolPrincipal
EU,,Nurse
EU,,Parenting Teacher
EU,22200,Program Specialist
EU,,Psychologist
EU,22202,School Nurse
EU,22204,Special Education Teacher
EU,,Special Education teacher
EU,,Special Educaton Teacher
EU,,Special Educator/ Vocational Rehabilitation Consultant
EU,22205,Student Health Care Specialist
EU,,"Teacher, Special Education"
EU,,Transportation Director
EU,,health care specialist
EW,, Elementary Principal
EW,,ADMINISTRATIVE SECRETARY I
EW,21128,Administrative Secretary I
EW,,Adult School Assistant Principal 
EW,21130,Assistant Principal Secretary
EW,21132,"Assistant Superintendent, Educational Services"
EW,21137,Attendance Clerk
EW,21138,Bilingual Typist Clerk I
EW,,Case Manager I
EW,,Case Manager I 
EW,21144,Child Development Program Technician
EW,21145,Children's Center Teacher
EW,,Classroom Tch.-Learning Hand./Sp. Day class
EW,,Classroom Tchr- Learning Hand./Sp. Day
EW,,Classroom Tchr- Learning Hand./Sp. Day Class
EW,,Classroom Tchr-Learning Hand./Sp Day Class
EW,,Classroom Tchr-Learning Hand/Sp.Day Class
EW,,Classroom Tchr. -Learning Hand./Sp. Day Class 
EW,,Classroom Tchr.- Learning Hand./Sp. Day Class 
EW,,Classroom Tchr.-Learning Hand./Sp. Day
EW,,Classroom Tchr.-Learning Hand./Sp. Day Class
EW,,Classroom Tchr.-Learning Hand./Sp. Day Class 
EW,,Classroom Tchr.-Learning Hand./Sp.Day Class
EW,,Classroom Tchr.-Learning Hand./Sp.Day Class 
EW,,Classroom Tchr.-Sev. Hand/Sp.Day class
EW,,Classroom Tchr.Learning Hand./Sp.DayClass
EW,,Classroom Tchr.Learning Hand/Sp.Day Class
EW,,Classroom Teacher- Sev. Handicapped/ Sp.Day Class
EW,,Classroom Teacher-Learning Hand./Sp. Day Class
EW,,Classroom Teacher-Learning Hand./Sp. Day Class 
EW,,Classroom Teacher-Sev. Hand./Sp. Day Class
EW,,Classroom Teacher-Sev. Hand./Sp.Day Class
EW,,Classroom Teacher-Sev. Hand/Sp. Day Class
EW,,Classroom Teacher-Sev.Hand./Sp. Day Class
EW,,Classroom Teacher-Sev.Hand./Sp. Day Class 
EW,,Classroom Teacher-Sev.Hand./Sp.Day Class
EW,,Classroom Teacher-Sev.Hand/Sp.Day Class 
EW,,Classroom Teacher-Severely Handicapped/Special Day Class
EW,,Classroom Teacher/Sev. Hand/Sp.Day Class 
EW,,Clerk Typist I
EW,,Clerk Typist II
EW,21148,Community Day School Teacher
EW,,Coordinator of Child Welfare and Attendance
EW,,Coordinator of Special Education
EW,21154,Counseling Assistant
EW,21155,Counselor
EW,,Director Special Education
EW,21157,Director of Alternative Education and Programs
EW,,Director of Health Services/Child Development 
EW,,Director of Student Support Services
EW,21163,Director of Technology
EW,21166,District Secretary
EW,21167,Elementary Assistant to the Principal
EW,,Elementary Assistant to the Principal 
EW,21168,Elementary Principal
EW,,Elementary Principal 
EW,21169,Grant Program Support Specialist
EW,,Head Teacher- Children's Center 
EW,21171,Health Technician
EW,,Health Technician 
EW,,Health Technician/School Community Liaison/Bilingual-Spanish
EW,,Health Technician/Typist Clerk 1
EW,,Health Technician\Typist Clerk I
EW,21172,High School Assistant Principal
EW,21173,High School Counselor
EW,,High School Counselor 
EW,21174,High School Dean of Students
EW,21175,High School Intervention Counselor
EW,21176,High School Principal
EW,,Instructional Aide
EW,,Instructional Aide/ Special Education
EW,21177,Instructional Aide/Special Education
EW,,Instructional Aide/Special Education 
EW,,Interpeter
EW,,Intervention Counselor
EW,,Junior High Assistant Principal
EW,21179,Junior High Principal
EW,,Junior High School  Intervention Counselor
EW,21180,Junior High School Assistant Principal
EW,,Junior High School Assistant Principal 
EW,21181,Junior High School Intervention Counselor
EW,,Junior High School Principal
EW,,Junior High School Principal 
EW,21182,Occupational Therapist
EW,,Occupational Therapist 
EW,,Omit
EW,21183,Outreach Advisor
EW,,Program Specialist
EW,,Program Specialist 
EW,21186,Psychologist
EW,,Psychologist 
EW,21188,Reading and Technology Specialist/Special Education
EW,21189,Resource Specialist
EW,,Resource Specialist 
EW,,Resource specialist
EW,,Resources Specialist
EW,,School Community Liaison Bilingual-Spanish
EW,21192,School Nurse
EW,21193,School Secretary I
EW,,School Secretary I/Counseling Assistant 
EW,21194,School Secretary II
EW,,Secondary Library/ Media Center Assistant 
EW,,Secretary I
EW,21198,Speech Therapist
EW,,Speech Therapist 
EW,21199,Speech-Language Pathology Assistant
EW,21201,Testing Aide/Bilingual-Biliterate
EW,21203,Typist Clerk II
EW,,Typist Clerk II 
EW,,Vocational Nurse
EW,,classroom teacher -learning handicapped / special day class
EW,,omit
EX,21494,Administrative Assistant
EX,21496,Director of Special Education
EX,21498,Family Resource Center (FRC) Coordinator
EX,21500,Health Technician
EX,,Health Technician 
EX,21504,Psychologist
EX,,School Psychologist
EX,21506,Secretary
EX,,Speech-Language Pathologist
EX,,Speech/Language Pathologist
EZ,,Healthy Start Coordinator 
EZ,,Principal
EZ,,Resource specialist teacher
EZ,,School Counselor
EZ,,Special Education  Teacher
EZ,,Speech Language Pathologist
EZ,,Superintendent/Principal
EZ,,special education teacher
FA,,Counselor/Psychologist/MAA Coordinator
FA,,ELL Coordinator Teacher
FA,,Health Aide
FA,,Principal
FA,,School Social Worker
FA,,Secretary
FA,,Superintendent
FH,,Coordinator of Psychological Services
FH,,Director of Special Education
FH,21328,Health Office Technician
FH,21330,Nurse - Secondary
FH,,Nurse Secondary
FH,,Nurse-Secondary
FH,,Program Specialist
FH,21333,Pupil Services Program Specialist
FH,,School Psychologist
FH,,Speech Language Pathologist
FH,,Speech pathology coordinator
FL,21886,"Assistant Principal, 6-8"
FL,21887,"Assistant Principal, 9-12"
FL,,Children's Center Supervisor
FL,21890,Classroom Teacher
FL,21892,"Counselor, 6-8"
FL,21893,"Counselor, 9-12"
FL,,"Counselor, Fairvalley"
FL,,"Counselor, Northview"
FL,,"Counselor, Sierra Vista"
FL,,"Counselor, So. Hills"
FL,,"Counselor,9-12"
FL,,DHH Itinernt Teacher
FL,,"Head Counselor, 9-12"
FL,21898,Health Clerk
FL,21900,Language and Speech Specialist
FL,,"Principal, K-5"
FL,,"Principal, Workman Elementary"
FL,21901,Program Specialist
FL,21902,School Nurse
FL,,"School Principal, 9-12"
FL,,"School Principal, K-5"
FL,21906,School Psychologist
FL,,Special Education Administrator
FL,,"Supervisor, Spec. DHH"
FL,,Support Services Specialist/Audiological Services
FL,,Support Services Specialist/DHH
FL,,Support Services Specialist/Dhh
FL,,language and speech specialist
FN,,Attendance Officer
FN,22214,Resource Specialist Teacher
FN,22215,School Nurse
FO,,Academic teacher
FO,,Attendance Clerk
FO,,Counselor
FO,,School Psychologist
FO,,"Secretary, Continuation High School"
FO,,"Secretary, Disciplinarian"
FO,,Special EducationTeacher
FO,,Substance Abuse Anger Mgmt Coordinator
FO,,Vice Principal
FO,,teacher
FO,,vice principal and principal
FP,,Assistant Principal
FP,21440,Case Manager
FP,21441,Child Welfare Attendance Officer
FP,21444,Counseling Technician
FP,21445,Counselor
FP,21448,Elementary Principal
FP,,High School Assistant Principal
FP,21452,High School Principal
FP,,Middle School Counselor
FP,21454,Parenting Education Specialist
FP,21455,Principal
FP,21456,Program Administrator
FP,,Site Coordinator/ District Psychologist
FP,,case manager
FP,,high school assistant principal
FR,21390,Bilingual Clerk
FR,,Director
FR,21403,Outreach Assistant
FR,,Outreach Coordinator
FR,,Principal Elementary
FR,,Psychologist
FR,,RSP Teacher
FR,,SECRETARY BHS
FR,,STAFF SECRETARY
FR,,Secretary
FR,,Secretary/Registrar
FR,,Speech-Lang Path
FR,,Speech-Language Pathologist
FT,,Administrator
FT,,Associate Superintendent
FT,,Coordinator
FT,,Deputy Superintendent
FT,24614,Director of Special Education
FT,,Elementary Principal
FT,,Guidance Learning Specialist
FT,,HEALTH AIDE
FT,24617,Health Aide
FT,,Health Services Assistant
FT,,High School Principal
FT,,Resource Specialist
FT,24628,School Nurse
FT,24629,School Psychologist
FT,,School Pyschologist
FT,,Special Day Class Instructor/Teacher
FT,,Special Education Teacher
FT,,Speech Language & Hearing Specialist
FT,,Speech Language Specialist
FT,,Speech Language Therapist
FT,,"Speech, Language & Hearing Specialist"
FT,24631,"Speech, Language and Hearing Specialist"
FT,,"Speech, Language, and Hearing Specialist"
FT,,Superintendent
FT,,counselor
FT,,health aide
FT,,school Nurse
FT,,school nurse
FT,,school nurse 
FT,,school psychologist
FT,,speech-language and hearing specialist
FX,24583,Health Clerk
FX,,"Language, Speech Hearing Specialist"
FX,,Learning Had. Special Day Class Teacher
FX,,School Principal
FX,,
FZ,21769,Administrative Secretary
FZ,21770,Assistant Principal
FZ,,Community Outreach Specialist
FZ,21779,Counselor
FZ,,Counselor 
FZ,,Director of Special Education/Special Programs
FZ,,Health Clerk
FZ,21793,Principal
FZ,,Program Specialist - WOCCSE
FZ,21799,Psychologist
FZ,21802,School Nurse
FZ,,School Psychologist
FZ,21804,Senior Clerk Typist
FZ,,Special Programs Administrator
FZ,21808,Student Support Specialist
FZ,21811,Teacher
FZ,,Teacher 
FZ,,WOCCSE Executive Director
FZ,,adult school counselor
FZ,,counselor
GA,21664,Adaptive PE Specialist
GA,21666,Certified Occupational Therapy Assistant
GA,,Certified Occupational TherapyAsst.
GA,21667,Occupational Therapist
GA,21669,Program Specialist
GA,,occupational therapist
GB,,Associate Principal
GB,,Resource Specialist Teacher
GB,,School Psychologist
GB,,School Psychologist/ Counselor
GB,,Speech-Language Pathologist
GB,,Superintendent/Principal
GE,,Full Inclusion Aide
GE,,Principal
GE,,RSP Teacher
GE,,School Counselor
GE,,Teacher:K-4 RSP/SDC Class
GE,,Temporary Support Assistant
GG,, Resource Specialist Program Teacher
GG,,Assistant Principal-High School
GG,22012,Counselor
GG,22014,Director - Pupil Services
GG,,Director Pupil Services
GG,,Economic Impact Account Teacher
GG,,Healthy Start Assistant
GG,22027,Intermediate Clerical Assistant
GG,,Intermediate Clerical Assistant - Bilingual
GG,22028,Language and Speech Specialist
GG,24512,Nursing Specialist
GG,,OUTREACH
GG,,Principal 
GG,,Principal - Elementary
GG,,Principal-Elementary
GG,,Program Administrator
GG,24513,Program Administrator - Special Education
GG,,Program Administrator-Special Education
GG,22035,Psychologist
GG,,Pupil ServicesTech
GG,22037,Resource Specialist Program Teacher
GG,22038,SI Resource Teacher
GG,22039,School Nurse
GG,,School Psychologist
GG,22040,Secretary
GG,22042,Senior Clerical Assistant
GG,,Sp Ed Program Adm
GG,,Teacher
GG,,Title 1 Learning Specialist
GG,,Title 1 Teacher
GG,22044,Title I Learning Specialist
GG,22046,True Lasting Connections Resource Center Coordinator
GG,,Vice Principal
GG,,Vice Principal-Elementary
GG,,Vice Principal-Elementary 
GG,,Vice Principal-Elementary School
GG,,Vice Principal-Middle School
GG,,Vice-Principal-Middle School
GG,,middle school counselor
GH,21674,Administrative Secretary
GH,,Assistant Principal
GH,21675,Attendance Technician
GH,21676,Bus Dispatcher
GH,,Bus Operation Supervisor
GH,21677,Campus Supervisor
GH,,Campus Supervisor Lead
GH,21679,Case Manager (contracted)
GH,,Child Development Center Assistant I
GH,,Community Liaison
GH,21682,Community Liaison I
GH,,"Coordinator, Child Welfare & Attendance"
GH,21685,Counselor
GH,,"Director, Categorical Programs and Grants"
GH,21690,Dropout Prevention Specialist
GH,21691,Guidance Information Specialist
GH,21694,Licensed Vocational Nurse
GH,,MAA Coordinator/Administrative Secretary
GH,,MAA Coordinator/Counselor
GH,,MAA Coordinator/Counselor (Social Worker)
GH,,MAA Coordinator/Office Assistant
GH,,MAA Coordinator/Senior Secretary
GH,,MAA Coordinator/Teacher (also Title I/Grants Coordinator)
GH,,MAA Coordinator/Teacher/Cal-SAFE Director
GH,,Manager of School Facilities
GH,,Occupational Therapist
GH,21695,Office Assistant
GH,,Physically Handicapped-Designated Instructional Services Teacher 
GH,21696,Principal
GH,,Psychologist
GH,,Resource Center Coordinator (Contracted)
GH,21698,School Finance Technician
GH,,School Resource Officer
GH,21700,Secretary
GH,21701,Senior Secretary
GH,21703,Speech Therapist
GH,,Speech Therapist/Assistive Technolgy
GH,21705,Teacher
GH,,Therapist (Contracted)
GH,,Vice Principal
GK,," Coordinator, Special Education"
GK,, Office Manager 
GK,21549,Assistant Principal
GK,21553,Clerical Assistant II
GK,,Clerical Assistant II 
GK,,Clerical Assistant II/BL-Biliterate
GK,,Clerk II
GK,,Director Student Support
GK,,Elementary School Principal
GK,,Office Manager
GK,,Principal
GK,,"Program Coordinator II, Special Education"
GK,21575,Resource Specialist
GK,,SDC
GK,,SDC Teacher
GK,,SLP
GK,21576,School Nurse
GK,21577,School Office Manager
GK,,School Office Mgr.
GK,21578,School Principal
GK,21579,School Psychologist
GK,21580,School Readiness Nurse
GK,21581,Secretary
GK,,Secretary ( MAA support)
GK,21583,Social Service Assistant
GK,,Social Services Assistant
GK,,Special Day Class Teacher
GK,,Special Day Class teacher
GK,21584,Special Education Teacher
GK,,Speech & Lang Specialist
GK,,Speech & Language Specialist
GK,,Speech Language Specialist
GK,,Speech and Language Pathologist
GK,21585,Speech and Language Specialist
GK,,Speech-Language Pathologist
GK,,Speech-Language Specialist
GK,,Speech/Language Specialist
GK,,Supervisor Child Development Services
GK,,Translator - Bilingual Technical Assistant
GK,21587,Translator/Bilingual Technician
GK,,school nurse
GK,,school psychologist
GK,,teacher
GN,22646,Administrative Secretary II
GN,,Bilingual Early Intervencion Assistant
GN,22651,Coordinator of Infant & Preschool Special Education
GN,,County-Wide Program Secretary
GN,,Early Childhood Spec. Educ. Teacher
GN,22657,Early Childhood Special Education Teacher
GN,22658,Early Intervention Assistant
GN,22660,Occupational Therapist
GN,22664,School Nurse
GN,22665,School Psychologist
GN,,Speech & Language Specialist
GN,,Speech and Language Specialist
GN,,Speech-Language Specialist
GN,,physical therapist
GN,,speech and language specialist
GT,21526,Counselor
GT,,Counselor - High School
GT,,Director Special Education/Support Services
GT,21537,Guidance Instructional Advisor
GT,21538,Health Services Aide
GT,,Health services aide
GT,,Intervention Counselor
GT,,Migrant Community Aide
GT,,Parent Involvement Coordinator
GT,21543,School Nurse
GT,,School Psychologist
GT,,School Psychologist Intern
GT,21015,School Psychologist/District Psychologist
GT,,School Psychologist?District Psychologist
GT,,School psychologist/District Psychologist
GT,21020,Special Education Program Specialist
GT,,Special Education Teacher Speech & Language Disabled (Itinerant)
GT,,Special Education Teacher-Speech & Lang. Disabled (Itinerant)
GT,,Special Education Teacher-Speech & Language Disabled (Itinerant)
GT,,Special Education Teacher-Speech and Language Disabled (Itinerant)
GT,,Special Education Teacher-Speech and Language Disabled(Itinerant)
GT,,Special Education program specialist
GT,,Vice Principal - Junior High School
GT,,Vice Principal Secondary School
GT,,counselor
GT,,elementary school principal
GT,,guidance instructional advisor
GT,,health aide
GT,,health services aide
GT,,high school principal
GT,,high school vice principal
GT,,middle school principal
GT,,middle school vice principal
GT,,occupational therapist
GT,,psych intern
GT,,psychologist
GT,,school  nurse
GT,,school nurse
GT,,school nurse coordinator/school nurse
GT,,school psychologist
GT,,school psychologist/district psychologist
GT,,"special education teacher, speech and language disabled"
GV,,AUT
GV,,Adapted Physical Education Specialist
GV,22547,After School Site Coordinator
GV,,Afterschool Site Coordinator
GV,22548,Assistant Principal
GV,,Clerical Assistant
GV,22553,Clerical Assistant I
GV,,Community Liaison
GV,,Coodinator of Extended School Programs
GV,22556,Coordinator of Health Services
GV,22559,Counselor
GV,22562,Counselor Technician
GV,,Director of Student Support Services
GV,,District Health Coordinator
GV,22566,Early Childhood Education Principal
GV,,Elementary Counselor
GV,22567,Elementary School Principal
GV,,Elementay School Principal
GV,,Health Assistant
GV,22569,Health Assistant II
GV,,Health Assistant ll
GV,22570,Health Clerk
GV,,Instructional Assistant-VESP
GV,,Instructional Assistsnt-VESP
GV,22576,Middle School Principal
GV,22578,Occupational Therapist
GV,,Office Manager
GV,,Principal
GV,22580,Principal of Alternative Programs
GV,,Program Advisor
GV,,Program Advisor-Elem.
GV,22583,RSP Teacher
GV,,Resource Specialist Program Teacher
GV,,SDC Teacher
GV,,School Counselor 
GV,22584,School Office Manager
GV,,School Psychologist 
GV,22586,School/Community Liaison
GV,,Special Day Class Teacher
GV,,Special Day Class Teacher (SDC)
GV,,Special Day Class Teacher (SDC) (K-12)
GV,,Special Education Teacher
GV,22588,"Speech, Language and Hearing Specialist"
GV,,"Speech, Language, Hearing Specialist"
GV,,Superintendent
GV,,counselor
GV,,counselor-middle school
GV,,office manager
GV,,site manager
GV,,
GY,,District Superintendent
GY,,MAA Coordinator/Dist. Admin. Asst.
GY,,Public School Principal
GY,,RSP Teacher
GY,,Student Support Services Liaison
GZ,, School Nurse
GZ,, School nurse
GZ,,Adapted PE Specialist
GZ,,Adapted Physical Education
GZ,,Adapted Physical Education Specialist
GZ,,Administration
GZ,,Administrative Assistant
GZ,,"Administrator, Special Education"
GZ,,Assistant High School Principal 
GZ,,Assistant Middle School Principal
GZ,,Assistant Principal
GZ,,Assistant Principal High School
GZ,23131,Assistant Superintendent - Educational Services
GZ,,Autism Supervisor
GZ,,Bilingual Health Clerk
GZ,,Certificated Teacher
GZ,,Computer Operator/Web Administrator
GZ,23139,Counselor
GZ,,Counselor 
GZ,,DISTRICT NURSE
GZ,,Education Specialist
GZ,,Education Specialist - Teacher
GZ,,Elementary Principal
GZ,23145,Elementary School Assistant Principal
GZ,23146,Elementary School Principal
GZ,23147,Health Clerk
GZ,23148,Hearing Impaired Specialist
GZ,,High School Counselor
GZ,23150,High School Principal
GZ,,Junio High School Principal
GZ,,LH SDC Teacher
GZ,,Learning Center/RSP
GZ,,Middle School Principal
GZ,,Mike Knutson
GZ,,Mild Moderate Special Education Teacher
GZ,,OT Specialist
GZ,,Orientation and Mobility Specialist
GZ,,PRINCIPAL
GZ,,Preschool SDC Teacher
GZ,,Principal
GZ,,Principal Middle School and Elementary School
GZ,,Program Specialist (Special  Education)
GZ,23155,Program Specialist (Special Education)
GZ,,Program Specialist Special Education
GZ,,Program specialist 
GZ,23156,Psychologist
GZ,,RESOURCE SPECIALIST
GZ,,RSP
GZ,,RSP TEACHER
GZ,,RSP Teacher
GZ,,RSP teacher
GZ,,Resource Specialist
GZ,,Resource Specialist Teacher
GZ,,Resource Teacher
GZ,,Resource specialist
GZ,,SDC TEACHER
GZ,,SDC Teacher
GZ,,SDC teacher
GZ,,SPECIAL ED TCH
GZ,,SPECIAL ED TEACHER
GZ,,SPEECH THERAPIST
GZ,,SPEECH and LANGUAGE Specialist
GZ,,School Counselor
GZ,23157,School Nurse
GZ,,School Nurse 
GZ,,School Nurse Practitioner
GZ,,School Psychologist
GZ,,School Psychologist 
GZ,,School counselor
GZ,,School nurse
GZ,,School psychologist
GZ,,Special Day Class Teacher
GZ,,Special Ed teacher
GZ,,Special Ed. Teacher
GZ,,Special Eduacation teacher
GZ,,Special Education  Teacher
GZ,,Special Education Teacher
GZ,,Special Education Teacher -Mod/Sev
GZ,,Special Education teacher
GZ,,Special education  teacher
GZ,,Speech  Langugage Specialist
GZ,,Speech Pathologist
GZ,,Speech Therapist
GZ,23162,Speech and Language Specialist
GZ,,Speech-Language Pathologist
GZ,,Speech-Language Specialist
GZ,,Speech/Language Pathologist
GZ,,Speech/Language Specialist
GZ,,Teacher
GZ,,Teacher CAL-SAFE Student Parenting
GZ,,assistant principal
GZ,,attendance director
GZ,,counselor
GZ,,elementary principal
GZ,,resource specialist  teacher
GZ,,school psychologist
GZ,,sdc teacher
GZ,,special education teacher
GZ,,speech and language Specialist
GZ,,speech and language specialist
GZ,,speech and language therapist
GZ,,speech language pathologist
GZ,,speech language specialist
GZ,,speech-language pathologist
GZ,,speech/language specialist
GZ,,teacher
GZ,,teacher SDC class
GZ,,teacher of the Deaf and Hard of Hearing
GZ,,visually impaired specialist
HA,, School Nurse
HA,, School Office Manager Elementary
HA,, School Psychologist 
HA,, school nurse
HA,,Administrative Secretary 1
HA,24378,Administrative Secretary I
HA,,Assistand Principal  secondary
HA,24381,Attendance Accounting Clerk
HA,,Clerical Assistant  Elementary
HA,24385,Clerical Assistant Elementary
HA,24386,Clerical Assistant II
HA,,Clerical Asst. II
HA,,Counseling Assistant
HA,,Counselor  secondary
HA,,Counselor Middle School
HA,,Counselor Secondary
HA,,Counselor secondary
HA,,Counselor-Secondary
HA,,Counselor-secondary
HA,,Dean
HA,,Dean Secondary
HA,,Director of Special Education
HA,,Elementary  Principal
HA,,Elementary Clerical
HA,24404,Elementary Principal
HA,24405,Elementary School Office Manager
HA,,Elementary School Office Manager 
HA,,Elementary school office manager
HA,,HEALTH CLERK 
HA,,Health Clerk/Receptionist
HA,,Office Manager  
HA,,Office Manager    
HA,,Principal - Elementary
HA,,Principal Elementary
HA,,Principal Secondary
HA,,Principal grades 6-12
HA,,Principal secondary
HA,,Pupil Services/Human Resources Director
HA,,SPECIALIZED HEALTH CARE CLERK-Special Education
HA,,School Community Liaison
HA,24425,School Psychologist
HA,,School Psychologist 
HA,,Specialized Health Care Clerk
HA,,Teacher-Special Day class Learning Handicapped
HA,,attendance accounting clerk
HA,,campus security
HA,,child center lead person
HA,,health clerk
HA,,school nurse
HA,,teacher 9-12
HB,,"Director, Special Services"
HB,,Occupational Therapist
HB,,Program Manager Special Education
HB,,Program Manager-Special Education
HB,,School Nurse
HB,,School Psychologist
HB,,School nurse
HB,,Special Education Teacher - DHH
HB,,"Special Education Teacher, DHH"
HC,,"Assistant Superintendent, Student Programs & Services"
HC,,Behavior Specialist
HC,,Behavior/Counselor Specialist
HC,,Coordinator of Instructional Support Services
HC,,Curriculum Resource Specialist
HC,,Department Secretary Special Services
HC,,Drug and Alcohol Specialist
HC,,Foster Youth Services Assistant
HC,,Gang Risk Intervention (GRIP) Coordinator
HC,,Health Aide
HC,,Hearing Impaired Services Teacher
HC,,Infant Preschool Services Teacher
HC,,Infant Preschool Services Teacher 
HC,,Infant/Pre-school Services Teacher
HC,,Intermediate Office Clerk
HC,,LVN/ Instructional Aide
HC,,Licensed Vocational Nurse/Instructional Ass't.(LVN/IA) 
HC,,Licensed Vocational Nurse/Instructional Assistant (LVN/IA)
HC,,Medical Clerk
HC,,Occupational Therapist
HC,,Principal for Special Day Classes
HC,,"Principal/Coordinator, Alternative Education"
HC,,Program Manager
HC,,Resource Specialist Teacher
HC,,SELPA Director
HC,,School Nurse
HC,,School Psychologist
HC,,School Psychologist 
HC,,Special Ed. Teacher
HC,,Special Educaiton Teacher
HC,,Special Education Teacher
HC,,Speech Language Therapist
HC,,Speech-Language Therapist
HC,,Transportation Supervisor
HC,,infant preschool services teacher
HC,,school nurse
HD,,Assistant Principal
HD,,Continuation High School Secretary
HD,,Continuation High School Secretary III
HD,,Licensed Vocational Nurse
HD,,Occupational Therapist
HD,,PPS Academic Counselor
HD,,Principal
HD,,Principal K-6
HD,,Principal K-8
HD,,School Counselor
HD,,School Nurse
HD,,School Psychologist
HD,,Speech & Language Therapist
HD,,Teacher
HD,,Vice Principal
HD,,principal
HD,,principal K-8
HD,,speech and language pathologist
HE,,Resource Specialist Program Teacher
HE,,School Nurse
HE,,School Secretary
HG,,Health Technician
HG,,Resource Specialist Teacher
HG,,School Nurse
HQ,, Secondary Teacher  (9-12)
HQ,,Athletic trainer
HQ,,Clerical  Assistant II
HQ,,Coordinator of Health Services
HQ,21420,Educational Psychologist
HQ,21421,Elementary Principal
HQ,,Health Assistant
HQ,,Health Service Technician
HQ,21428,High School Counselor
HQ,,School Nurse
HQ,,School Psychologist
HQ,,School/Community Relations Assistant
HQ,,Secondary teacher (9-12)
HQ,,Secretary
HQ,21435,Secretary II
HQ,21436,Speech and Language Specialist
HQ,,Speech and language Specialist
HQ,,Speech-Language Specialist
HR,,APE Teacher
HR,25003,Account Clerk III
HR,,Adapted P.E. Teacher
HR,,Assistant Principal
HR,25006,Attendance Technician
HR,,Audiologist
HR,25007,Bilingual Clerk
HR,,Campus Administrator
HR,,Campus Attendance
HR,,Campus Secretaries
HR,,Centralized Registration
HR,,Clerk III
HR,25008,Clerk Typist II
HR,25009,Clerk Typist III
HR,,Coordinator Secondary Education Services
HR,,Counselor
HR,,Director fo Special Education
HR,25011,District Nurse
HR,25012,District Psychologist
HR,,District School Psychologist
HR,25015,Guidance Counselor
HR,24238,Guidance Technician
HR,24239,Guidance Technician/Registrar
HR,24240,Health Technician
HR,,Instructional Aide - SC
HR,,Instructional Aide - SH
HR,,Instructional Aide -APE
HR,,Instructional Aide -RSP/SDC
HR,,Instructional Aide RSP/SDC
HR,,Literacy Coordinator
HR,24249,Preschool Teacher
HR,,Preschool Teacher 
HR,,Principal
HR,,Program Specialist
HR,,Psychologist
HR,,Psychologists
HR,24252,Registrar
HR,,School Psychologist
HR,,Secretary
HR,,Secretary II
HR,,Secretary III
HR,,Special Education Coordinator
HR,,Special Education Teacher
HR,,Speech Language Pathologist
HR,,Speech Therapists
HR,,Speech and Language Therapist
HR,,Speech-Language Pathologist
HR,,Speech-Language Pathology Assistant
HR,,Speech/Language Pathologist
HR,,Speech/Language Therapist
HR,,Student Services Technician I
HR,,Student Services Technician II
HR,,Teacher On Special Assigment
HR,,health technician
HZ,,Associate Superintendent 
HZ,,Associate Superintendent Human Resources
HZ,,Educational Services Technician
HZ,,Family Services Advocate
HZ,,Healthy Start Coordinator
HZ,,Nurse
HZ,,Psychologist
HZ,,School Psychologist
HZ,,Senior Clerk Typist
HZ,,speech therapist
IK,, Teacher Deaf and Hard of Hearing
IK,,Assistant Coordinator Child Development
IK,,Assistant Superintendent
IK,21048,Audiologist
IK,21049,Bilingual Instructional Assistant
IK,21050,Bilingual Translator/Tester
IK,,Bilingual Translator/tester
IK,21053,Clerical Specialist I
IK,21055,Clerical Specialist III
IK,,Clerical Specialist-Bilingual
IK,,DHH  MH 9Teacher
IK,,DHH/MH Teacher
IK,,Data Technican
IK,21061,Executive Assistant to the Superintendent
IK,21063,Health Clerk
IK,,Health Clerk 
IK,,Pre school Instructor
IK,21071,Preschool Instructor
IK,21072,Principal
IK,21076,Resource Specialist Teacher
IK,,Resource Specialist teacher
IK,21077,School Counselor
IK,21078,School Nurse
